CourseID	StudentID	Grade

100		116376		3
100		121108		5
100		131359		4
100		123637		4
100		102922		4
100		118403		3
100		106910		3
100		134730		3
100		120382		3
100		115940		4
100		130271		4
100		112428		4
100		129552		4
100		101487		3
100		108304		3
100		127755		4
100		117459		3
100		134295		4
100		102594		3
100		113874		5
100		127167		3
100		121691		4
100		116535		5
100		134187		4
100		120000		5
100		133253		5
100		115292		5
100		112941		3
100		130340		5
100		130826		3
100		117433		4
100		134763		3
100		103895		3
100		123537		4
100		126316		5
100		134993		4
100		122144		4
100		117003		3
100		133160		4
100		121970		3
100		104625		4
100		133003		4
100		120896		4
100		129003		3
100		132364		4
100		127986		3
100		101131		5
100		113193		5
100		108470		4
100		100262		5
100		124615		3
100		114501		4
100		113536		3
100		114649		4
100		105209		3
100		115899		4
100		114183		4
100		112598		3
100		106792		3
100		126128		5
100		105095		4
100		115594		3
100		100900		5
100		129845		4
100		134155		4
100		133566		3
100		102952		5
100		105939		4
100		106666		4
100		117335		3
100		131724		4
100		100543		4
100		105231		3
100		112799		4
100		113033		3
100		119185		4
100		104121		3
100		120670		4
100		105066		5
100		134872		3
100		134709		4
100		134532		4
100		108511		3
100		120256		3
100		131705		3
100		103190		5
100		119864		3
100		100466		5
100		100438		3
100		110434		4
100		118671		4
100		101125		3
100		104442		4
100		114872		3
100		126807		5
100		119555		3
100		133692		5
100		123308		3
100		112453		3
100		108803		3
100		115663		3
100		111544		3
100		134954		3
100		103680		3
100		130016		4
100		117531		4
100		120171		4
101		124101		4
101		100346		4
101		124094		4
101		105363		5
101		133923		5
101		106962		5
101		114365		4
101		104103		3
101		134075		3
101		110498		4
101		107290		3
101		121692		3
101		118385		5
101		133561		4
101		122969		3
101		114925		3
101		119291		4
101		132416		3
101		134665		5
101		134874		4
101		133706		3
101		104350		4
101		101232		4
101		124177		4
101		122619		3
101		127995		4
101		105445		5
101		106951		3
101		115407		5
101		130259		4
101		111134		4
101		128306		3
101		103097		5
101		101368		4
101		114839		3
101		119960		5
101		126673		3
101		124930		5
101		107730		3
101		130667		3
101		120437		5
101		130764		3
101		120551		5
101		113216		4
101		124035		3
101		115855		4
101		122384		3
101		116565		4
101		107084		5
101		129401		3
101		128407		3
101		113287		3
101		123915		5
101		119717		5
101		100841		3
101		102880		3
101		121858		3
101		121359		4
101		108473		3
101		130054		5
101		111582		3
101		116246		3
101		130338		3
101		126888		5
101		104144		3
101		102876		4
101		118847		3
101		132864		3
101		125502		4
101		125388		5
101		130606		4
101		113538		4
101		124654		3
101		121128		3
101		109469		3
101		100868		5
101		124660		3
101		125120		3
101		124250		4
101		129555		4
101		128767		3
101		112173		3
101		100537		4
101		114085		3
101		123621		4
101		132662		4
101		107298		4
101		101828		4
101		127561		3
101		106858		3
101		119623		4
101		106513		3
101		132572		4
101		104570		4
101		108741		5
101		114173		3
101		134692		3
101		110084		4
101		111687		4
101		122523		3
101		100141		4
101		112474		5
101		128097		5
101		131248		4
101		116170		3
101		122441		4
101		133682		3
101		122671		4
101		124762		3
101		124005		3
101		133671		3
101		107184		3
101		118061		4
101		133839		4
101		101906		4
101		105275		4
101		100593		4
101		133941		3
101		114790		4
101		120673		5
101		132139		3
101		126199		5
101		122193		3
101		127517		4
101		108010		4
101		125290		4
101		111731		3
101		104001		3
101		113002		4
101		125434		3
101		127123		5
101		132273		4
101		100249		4
101		114101		3
101		119235		5
101		121034		4
101		108970		5
101		123771		4
101		131026		5
101		132613		3
101		133758		3
101		105736		3
101		102328		4
101		129163		5
101		116806		4
101		134264		3
101		121977		3
101		126602		3
101		134192		4
101		119715		3
101		116460		4
101		130800		3
101		123188		4
101		106243		5
101		130918		3
101		132485		5
101		126371		3
101		110605		5
101		103070		3
101		134228		4
101		108768		4
101		119056		3
101		104019		4
101		100677		3
101		130214		3
101		103759		5
101		113954		5
101		113583		3
101		121813		5
101		106958		3
101		112886		3
101		122713		3
101		118920		4
101		103291		3
101		131460		5
101		107741		3
101		122429		5
101		105514		3
101		102300		4
101		109659		4
101		102513		3
101		132296		5
101		108612		4
101		128294		3
101		109714		4
101		129117		3
101		133639		3
101		129741		4
101		124258		3
101		100670		3
101		134797		3
101		131437		4
101		124952		4
101		121361		3
101		107861		5
101		113354		3
101		127797		5
101		129909		4
101		102950		4
101		132061		3
101		126497		5
101		128766		3
101		113637		3
101		117509		4
101		119040		4
101		130515		3
101		117759		5
101		104031		4
101		123554		3
101		105035		5
101		103952		3
101		124869		3
101		129681		4
101		119865		4
101		130478		4
101		106469		4
101		119003		4
101		106422		5
101		111746		3
101		109656		3
101		114824		4
101		106765		3
101		104064		5
101		110474		5
101		129389		4
101		127475		3
101		100209		4
101		124916		4
101		134396		3
101		114507		3
101		122160		4
101		131851		4
101		113732		3
101		115887		4
101		132724		5
101		121026		3
101		109543		4
101		124116		4
101		120633		3
101		105075		4
101		101781		3
101		119856		3
101		105710		4
101		124732		5
101		123041		4
101		101528		3
101		111888		4
101		132803		3
101		109672		4
101		134481		3
101		133980		3
101		109227		4
101		117965		3
101		113976		3
101		130718		3
101		114295		4
101		119714		4
101		121424		3
101		120967		5
101		114126		5
101		103791		3
101		112008		4
101		128794		3
101		110317		4
101		111222		5
101		101584		3
101		107816		3
101		112493		4
101		117770		4
101		119748		3
101		110340		3
101		111232		4
101		121982		4
101		119786		5
101		134966		3
101		111923		5
101		131498		4
101		117263		4
101		110837		3
101		126372		5
101		110170		5
101		103810		3
101		116364		3
101		105524		4
101		113711		5
101		134646		3
101		126474		3
101		117870		3
101		101623		3
101		122652		3
101		130715		5
101		105576		4
101		101440		5
101		123311		4
101		112914		5
101		108549		4
101		102701		5
101		116519		4
101		132051		4
101		128716		3
101		133324		4
101		115450		4
101		104438		5
101		100863		3
101		107425		5
101		124808		4
101		122536		4
101		121888		3
101		107706		5
101		108444		4
101		114208		5
101		121213		3
101		126886		5
101		119650		5
101		131974		3
101		111106		3
101		110299		4
101		111473		3
101		115851		3
101		101282		3
101		113624		4
101		114886		5
101		100814		3
101		131384		4
101		120124		5
101		117025		3
101		131383		4
101		123095		5
101		134107		4
101		107553		4
101		133158		5
101		102964		3
101		121122		4
101		113758		5
101		114808		4
101		131020		4
101		130739		4
101		130878		3
101		104086		3
101		103042		3
101		128670		5
101		113706		3
101		106813		5
101		128940		3
101		116595		3
101		111797		4
101		127159		4
101		108958		4
101		123923		3
101		122052		3
101		108057		3
101		129383		3
101		120782		5
101		128900		3
101		123370		4
101		111210		4
101		134289		3
101		134440		4
101		112502		4
101		121851		4
101		122808		4
101		115005		4
101		117316		4
101		124670		3
101		100904		3
101		123319		4
101		128002		4
101		129649		3
101		117830		3
101		126639		4
101		123069		3
101		115001		4
101		128476		5
101		114592		3
101		105970		5
101		114861		3
101		106054		4
101		112736		5
101		105137		4
101		134067		5
101		114152		5
101		114456		3
101		110988		3
101		109491		3
101		107195		3
101		125215		5
101		115153		4
101		134439		4
101		134110		5
101		107387		5
101		105747		3
101		130554		3
101		131291		4
101		123962		3
101		120150		3
101		116326		4
101		119330		3
101		118001		5
101		113709		4
101		106496		4
